docID	semanticType	characterSpan
essay107	statistics	954:1154
essay107	value	1164:1259
essay107	statistics	1274:1376
essay107	statistics	1378:1470
essay108	value	1798:1927
essay108	common_ground	633:724
essay108	hypothetical_instance	491:615
essay108	statistics	736:833
essay108	common_ground	835:991
essay108	value	361:480
essay108	value	1716:1774
essay108	hypothetical_instance	1376:1496
essay108	hypothetical_instance	1511:1687
essay108	value	1002:1092
essay108	common_ground	1094:1189
essay108	common_ground	1213:1374
essay109	policy	1679:1807
essay109	policy	331:455
essay109	value	457:562
essay109	common_ground	564:617
essay109	real_example	632:761
essay109	value	797:952
essay109	real_example	954:1049
essay109	common_ground	1051:1099
essay109	policy	1183:1316
essay109	real_example	1318:1470
essay109	common_ground	1481:1567
essay110	value	1488:1559
essay110	policy	1561:1640
essay110	value	548:591
essay110	common_ground	407:535
essay110	common_ground	296:405
essay110	hypothetical_instance	818:925
essay110	value	616:700
essay110	common_ground	711:803
essay110	common_ground	940:1015
essay110	common_ground	1031:1168
essay110	common_ground	1189:1275
essay110	hypothetical_instance	1285:1430
essay111	policy	339:391
essay111	policy	1708:1733
essay111	value	1631:1689
essay111	policy	393:454
essay111	common_ground	465:496
essay111	common_ground	498:633
essay111	common_ground	635:683
essay111	common_ground	691:768
essay111	value	1150:1206
essay111	common_ground	780:820
essay111	statistics	822:935
essay111	real_example	937:1121
essay111	common_ground	1422:1478
essay111	policy	1506:1596
essay111	common_ground	1335:1414
essay112	value	1531:1615
essay112	policy	1626:1776
essay112	value	349:386
essay112	common_ground	388:471
essay112	common_ground	473:645
essay112	value	656:686
essay112	common_ground	688:791
essay112	common_ground	806:884
essay112	common_ground	900:1048
essay112	policy	1050:1112
essay112	common_ground	1133:1206
essay112	common_ground	1208:1306
essay112	common_ground	1308:1492
essay113	policy	1915:2027
essay113	value	2029:2156
essay113	value	171:257
essay113	policy	638:766
essay113	common_ground	268:382
essay113	statistics	384:521
essay113	common_ground	539:613
essay113	policy	1102:1210
essay113	policy	1223:1332
essay113	common_ground	778:936
essay113	common_ground	952:1050
essay113	value	1342:1462
essay113	statistics	1464:1570
essay113	common_ground	1585:1660
essay113	common_ground	1686:1771
essay113	common_ground	1773:1898
essay114	value	171:294
essay114	value	1627:1667
essay114	value	1682:1790
essay114	value	1792:1862
essay114	fact	381:420
essay114	common_ground	867:951
essay114	statistics	671:785
essay114	common_ground	520:660
essay114	common_ground	422:505
essay114	fact	963:995
essay114	testimony	1119:1384
essay114	testimony	1386:1478
essay114	common_ground	1538:1610
essay114	hypothetical_instance	997:1117
essay115	value	1765:1857
essay115	value	1881:1977
essay115	statistics	437:552
essay115	common_ground	570:740
essay115	fact	756:854
essay115	value	865:944
essay115	common_ground	946:1158
essay115	statistics	1174:1287
essay115	value	1299:1396
essay115	statistics	1398:1482
essay115	statistics	1497:1549
essay115	statistics	1564:1646
essay115	common_ground	1665:1736
essay116	policy	1747:1815
essay116	value	1627:1734
essay116	common_ground	517:593
essay116	common_ground	608:772
essay116	common_ground	783:847
essay116	policy	855:887
essay116	common_ground	896:962
essay116	value	1114:1181
essay116	common_ground	977:1101
essay116	common_ground	1183:1306
essay116	value	1363:1423
essay116	common_ground	1433:1503
essay116	common_ground	1512:1614
essay117	value	1955:2016
essay117	fact	459:558
essay117	common_ground	576:635
essay117	statistics	637:880
essay117	value	930:973
essay117	common_ground	991:1062
essay117	common_ground	1064:1145
essay117	value	1147:1234
essay117	real_example	1236:1331
essay117	real_example	1333:1509
essay117	real_example	1524:1592
essay117	hypothetical_instance	1594:1743
essay117	hypothetical_instance	1745:1803
essay117	hypothetical_instance	1805:1859
essay117	hypothetical_instance	1861:1904
essay118	value	276:400
essay118	value	2040:2118
essay118	common_ground	497:558
essay118	real_example	573:723
essay118	common_ground	725:906
essay118	common_ground	930:1020
essay118	common_ground	1022:1127
essay118	value	439:488
essay118	common_ground	1200:1291
essay118	common_ground	1293:1412
essay118	common_ground	1414:1669
essay118	common_ground	1671:1748
essay118	common_ground	1758:1850
essay118	value	1859:2003
essay119	value	1643:1704
essay119	value	1598:1641
essay119	value	378:534
essay119	common_ground	536:722
essay119	common_ground	897:989
essay119	value	1004:1057
essay119	common_ground	1071:1153
essay119	value	1158:1222
essay119	common_ground	1224:1440
essay119	common_ground	1442:1493
essay120	value	323:384
essay120	value	1700:1725
essay120	value	1605:1668
essay120	value	422:514
essay120	common_ground	525:624
essay120	common_ground	626:675
essay120	common_ground	690:742
essay120	hypothetical_instance	759:869
essay120	value	881:1069
essay120	hypothetical_instance	1081:1288
essay120	policy	1290:1402
essay120	common_ground	1463:1579
essay120	common_ground	1404:1455
essay120	value	1740:1777
essay121	policy	219:330
essay121	value	332:423
essay121	value	434:600
essay121	common_ground	602:727
essay121	hypothetical_instance	739:859
essay121	value	871:901
essay121	real_example	917:1067
essay121	policy	1084:1249
essay121	value	1251:1308
essay122	value	305:382
essay122	value	95:161
essay122	value	163:281
essay122	value	1687:1772
essay122	value	1815:1878
essay122	common_ground	1791:1810
essay122	value	1484:1685
essay122	value	407:496
essay122	real_example	498:616
essay122	real_example	623:683
essay122	common_ground	688:736
essay122	hypothetical_instance	738:804
essay122	value	817:943
essay122	hypothetical_instance	945:1077
essay122	hypothetical_instance	1092:1216
essay122	hypothetical_instance	1218:1275
essay122	common_ground	1277:1335
essay122	hypothetical_instance	1337:1398
essay122	common_ground	1412:1470
essay123	value	251:324
essay123	value	494:538
essay123	common_ground	411:482
essay123	hypothetical_instance	610:685
essay123	common_ground	540:605
essay123	hypothetical_instance	693:795
essay123	value	835:915
essay123	common_ground	925:1028
essay123	common_ground	1030:1051
essay123	common_ground	1060:1120
essay123	value	1302:1380
essay124	value	295:369
essay124	value	1122:1170
essay124	value	1172:1359
essay124	common_ground	391:495
essay124	common_ground	505:605
essay124	fact	617:661
essay124	common_ground	735:791
essay124	value	796:867
essay124	real_example	890:1011
essay124	real_example	1018:1086
essay124	value	676:727
essay125	value	248:334
essay125	policy	2251:2346
essay125	common_ground	449:608
essay125	common_ground	616:661
essay125	common_ground	673:832
essay125	value	845:899
essay125	common_ground	350:435
essay125	common_ground	1042:1150
essay125	value	1158:1313
essay125	real_example	1329:1446
essay125	real_example	1448:1585
essay125	value	1608:1667
essay125	common_ground	1669:1804
essay125	common_ground	1812:1902
essay125	common_ground	1915:2000
essay126	value	814:893
essay126	value	207:303
essay126	common_ground	326:394
essay126	common_ground	403:443
essay126	common_ground	455:518
essay126	real_example	520:707
essay126	common_ground	709:755
essay126	common_ground	757:808
essay126	value	903:959
essay126	hypothetical_instance	1004:1078
essay126	hypothetical_instance	1090:1145
essay126	common_ground	1147:1213
essay126	common_ground	1215:1299
essay126	hypothetical_instance	1301:1436
essay126	hypothetical_instance	1438:1591
essay126	hypothetical_instance	1607:1639
essay126	value	1656:1691
essay126	value	1701:1769
essay127	value	276:359
essay127	value	1637:1710
essay127	value	1569:1635
essay127	common_ground	381:407
essay127	value	680:722
essay127	common_ground	409:446
essay127	common_ground	454:485
essay127	common_ground	487:516
essay127	hypothetical_instance	518:599
essay127	common_ground	601:667
essay127	common_ground	732:772
essay127	real_example	774:869
essay127	real_example	871:954
essay127	statistics	970:1062
essay127	value	1070:1138
essay127	real_example	1183:1320
essay127	common_ground	1331:1401
essay127	value	1140:1181
essay127	hypothetical_instance	1403:1489
essay127	common_ground	1491:1540
essay128	policy	201:413
essay128	policy	450:512
essay128	common_ground	514:604
essay128	common_ground	606:733
essay128	common_ground	741:822
essay128	hypothetical_instance	830:951
essay128	real_example	966:1069
essay128	value	1071:1145
essay128	hypothetical_instance	1261:1431
essay128	value	1446:1498
essay128	common_ground	1204:1259
essay128	value	1532:1636
essay128	value	1640:1704
essay129	value	426:469
essay129	value	2031:2064
essay129	value	2073:2147
essay129	value	2165:2194
essay129	real_example	535:672
essay129	policy	938:970
essay129	real_example	674:734
essay129	real_example	743:898
essay129	common_ground	1052:1115
essay129	hypothetical_instance	1117:1224
essay129	real_example	1240:1373
essay129	value	1428:1464
essay129	value	1542:1587
essay129	common_ground	1596:1682
essay129	common_ground	1769:1867
essay129	common_ground	1882:1972
essay130	value	400:547
essay130	value	2168:2242
essay130	value	2259:2355
essay130	value	549:657
essay130	common_ground	659:858
essay130	statistics	860:1022
essay130	statistics	1037:1199
essay130	common_ground	1201:1361
essay130	hypothetical_instance	1376:1463
essay130	value	1465:1562
essay130	common_ground	1573:1693
essay130	real_example	1709:1817
essay130	statistics	1838:1995
essay130	common_ground	1997:2107
essay131	value	350:429
essay131	value	1681:1796
essay131	value	1596:1670
essay131	hypothetical_instance	796:959
essay131	value	977:1043
essay131	common_ground	1045:1178
essay131	common_ground	1180:1313
essay131	value	1328:1429
essay131	hypothetical_instance	1431:1582
essay131	policy	468:591
essay131	common_ground	605:717
essay131	common_ground	728:794
essay132	value	1716:1890
essay132	fact	781:890
essay132	statistics	580:691
essay132	statistics	693:766
essay132	common_ground	468:574
essay132	value	1467:1529
essay132	common_ground	1551:1666
essay132	common_ground	1425:1465
essay132	real_example	1239:1418
essay132	statistics	1058:1224
essay132	statistics	902:993
essay133	value	414:503
essay133	value	1378:1457
essay133	value	1470:1542
essay133	common_ground	1544:1645
essay133	statistics	754:851
essay133	statistics	587:731
essay133	common_ground	889:947
essay133	value	525:585
essay133	common_ground	1259:1361
essay133	common_ground	1122:1257
essay133	value	958:1018
essay133	common_ground	1020:1120
essay134	value	1594:1686
essay134	policy	1693:1885
essay134	policy	504:589
essay134	common_ground	591:690
essay134	common_ground	706:826
essay134	common_ground	828:921
essay134	common_ground	1361:1417
essay134	statistics	1419:1559
essay134	value	963:1049
essay134	common_ground	1065:1136
essay134	common_ground	1138:1265
essay134	statistics	1267:1350
essay135	policy	431:470
essay135	value	1593:1722
essay135	value	472:501
essay135	real_example	580:668
essay135	common_ground	670:759
essay135	common_ground	761:974
essay135	common_ground	993:1052
essay135	common_ground	1255:1343
essay135	common_ground	1190:1249
essay135	common_ground	1369:1465
essay135	common_ground	1467:1576
essay135	value	1123:1177
essay135	hypothetical_instance	510:578
essay136	value	283:362
essay136	value	386:519
essay136	value	1313:1357
essay136	common_ground	543:660
essay136	common_ground	662:846
essay136	real_example	848:990
essay136	common_ground	1002:1165
essay136	real_example	1176:1305
essay136	value	1709:1759
essay136	common_ground	1378:1506
essay136	common_ground	1508:1696
essay136	value	1813:1926
essay137	value	343:388
essay137	value	1721:1796
essay137	value	1560:1719
essay137	hypothetical_instance	1043:1136
essay137	value	934:1035
essay137	common_ground	1191:1318
essay137	real_example	1335:1549
essay137	value	411:473
essay137	common_ground	475:589
essay137	common_ground	591:707
essay137	common_ground	719:794
essay137	real_example	809:922
essay138	value	379:439
essay138	value	1740:1852
essay138	value	1863:2059
essay138	value	456:527
essay138	hypothetical_instance	529:679
essay138	common_ground	681:846
essay138	hypothetical_instance	1237:1322
essay138	hypothetical_instance	1137:1233
essay138	value	862:998
essay138	common_ground	1000:1135
essay138	value	1346:1460
essay138	common_ground	1462:1568
essay138	common_ground	1574:1708
essay139	policy	260:301
essay139	policy	1524:1669
essay139	common_ground	368:430
essay139	hypothetical_instance	432:592
essay139	policy	605:678
essay139	fact	697:769
essay139	common_ground	771:871
essay139	common_ground	873:918
essay139	common_ground	927:975
essay139	common_ground	996:1083
essay139	value	1393:1507
essay139	common_ground	1098:1198
essay139	common_ground	1200:1391
essay140	policy	238:364
essay140	policy	470:607
essay140	common_ground	619:758
essay140	real_example	760:915
essay140	value	931:1112
essay140	statistics	1127:1356
essay140	real_example	1371:1536
essay140	policy	1592:1829
essay141	value	469:518
essay141	value	2390:2430
essay141	value	2439:2513
essay141	value	2539:2596
essay141	common_ground	584:630
essay141	common_ground	632:776
essay141	real_example	778:822
essay141	real_example	824:957
essay141	real_example	959:1038
essay141	hypothetical_instance	1040:1165
essay141	value	1178:1260
essay141	common_ground	1346:1406
essay141	real_example	1422:1493
essay141	real_example	1495:1610
essay141	real_example	1612:1657
essay141	real_example	1668:1715
essay141	value	1740:1817
essay141	value	1899:2048
essay141	common_ground	2135:2228
essay141	common_ground	2230:2346
essay142	fact	166:238
essay142	value	947:1013
essay142	value	270:343
essay142	value	345:458
essay142	common_ground	460:525
essay142	common_ground	534:578
essay142	common_ground	596:663
essay142	common_ground	667:711
essay142	common_ground	726:844
essay142	common_ground	856:925
essay142	fact	1060:1135
essay142	common_ground	1144:1244
essay142	common_ground	1298:1404
essay142	common_ground	1409:1441
essay142	common_ground	1443:1577
essay142	value	1617:1690
essay142	value	1692:1788
essay143	fact	493:544
essay143	value	2391:2448
essay143	value	2457:2528
essay143	common_ground	608:674
essay143	statistics	676:762
essay143	hypothetical_instance	764:865
essay143	hypothetical_instance	867:999
essay143	hypothetical_instance	1001:1122
essay143	fact	1165:1226
essay143	value	1836:1891
essay143	common_ground	1277:1352
essay143	common_ground	1364:1450
essay143	real_example	1466:1562
essay143	real_example	1564:1661
essay143	real_example	1676:1780
essay143	value	1973:2027
essay143	common_ground	2036:2123
essay143	common_ground	2242:2297
essay143	common_ground	2299:2332
essay144	policy	309:419
essay144	policy	1944:2082
essay144	value	2084:2202
essay144	value	428:481
essay144	common_ground	490:558
essay144	common_ground	560:715
essay144	common_ground	726:840
essay144	hypothetical_instance	842:960
essay144	hypothetical_instance	968:1045
essay144	policy	1057:1100
essay144	common_ground	1109:1167
essay144	common_ground	1192:1296
essay144	common_ground	1311:1350
essay144	common_ground	1352:1522
essay144	common_ground	1532:1614
essay144	hypothetical_instance	1621:1774
essay144	common_ground	1788:1912
essay145	policy	526:573
essay145	value	2212:2259
essay145	value	2268:2336
essay145	value	2354:2413
essay145	statistics	638:722
essay145	value	1053:1098
essay145	common_ground	737:794
essay145	common_ground	796:918
essay145	common_ground	920:1010
essay145	common_ground	1150:1195
essay145	fact	1596:1660
essay145	common_ground	1197:1236
essay145	hypothetical_instance	1238:1329
essay145	hypothetical_instance	1331:1408
essay145	hypothetical_instance	1410:1540
essay145	policy	1737:1794
essay145	common_ground	1803:1838
essay145	common_ground	1957:2066
essay145	common_ground	2068:2154
essay146	policy	231:309
essay146	policy	326:406
essay146	policy	421:504
essay146	policy	1831:1952
essay146	policy	521:606
essay146	hypothetical_instance	608:753
essay146	hypothetical_instance	769:873
essay146	common_ground	881:947
essay146	common_ground	949:1016
essay146	common_ground	1018:1181
essay146	real_example	1205:1332
essay146	real_example	1348:1418
essay146	policy	1431:1514
essay146	policy	1754:1817
essay146	common_ground	1536:1579
essay146	hypothetical_instance	1581:1689
essay146	hypothetical_instance	1691:1741
essay147	value	218:260
essay147	policy	1733:1867
essay147	value	1869:2033
essay147	value	307:367
essay147	common_ground	369:448
essay147	common_ground	455:554
essay147	common_ground	573:671
essay147	real_example	686:836
essay147	real_example	838:930
essay147	fact	975:1092
essay147	common_ground	1094:1234
essay147	real_example	1249:1390
essay147	common_ground	1411:1485
essay147	common_ground	1496:1584
essay147	common_ground	1603:1712
essay148	fact	198:259
essay148	fact	1726:1826
essay148	fact	1837:1917
essay148	fact	296:370
essay148	hypothetical_instance	372:570
essay148	real_example	585:726
essay148	real_example	939:1086
essay148	common_ground	1112:1186
essay148	fact	738:803
essay148	common_ground	805:924
essay148	fact	1217:1328
essay148	real_example	1382:1516
essay148	common_ground	1527:1586
essay148	real_example	1601:1713
essay149	value	300:372
essay149	value	1767:1831
essay149	value	418:486
essay149	real_example	879:984
essay149	common_ground	533:611
essay149	common_ground	619:681
essay149	value	683:736
essay149	real_example	738:800
essay149	real_example	815:874
essay149	common_ground	986:1011
essay149	real_example	1013:1063
essay149	real_example	1065:1127
essay149	real_example	1129:1163
essay149	real_example	1172:1201
essay149	value	1218:1266
essay149	real_example	1281:1391
essay149	real_example	1393:1458
essay149	common_ground	1460:1506
essay149	common_ground	1508:1554
essay149	common_ground	1565:1616
essay149	common_ground	1618:1671
essay149	value	1684:1750
essay150	value	144:198
essay150	value	1729:1762
essay150	value	1771:1861
essay150	value	235:278
essay150	common_ground	289:369
essay150	common_ground	371:490
essay150	real_example	505:646
essay150	common_ground	657:728
essay150	value	740:774
essay150	hypothetical_instance	776:857
essay150	hypothetical_instance	859:963
essay150	real_example	978:1024
essay150	real_example	1026:1141
essay150	real_example	1156:1187
essay150	real_example	1196:1272
essay150	value	1303:1327
essay150	common_ground	1343:1416
essay150	common_ground	1470:1530
essay150	common_ground	1537:1607
essay150	common_ground	1609:1716
essay151	value	424:548
essay151	value	1817:1903
essay151	value	1971:2087
essay151	value	550:628
essay151	common_ground	630:700
essay151	hypothetical_instance	706:857
essay151	hypothetical_instance	872:956
essay151	hypothetical_instance	960:1151
essay151	common_ground	1153:1214
essay151	hypothetical_instance	1232:1347
essay151	value	1368:1422
essay151	common_ground	1424:1526
essay151	common_ground	1528:1556
essay151	statistics	1558:1632
essay151	hypothetical_instance	1643:1792
essay152	value	1980:2043
essay152	common_ground	2047:2107
essay152	value	2269:2395
essay152	common_ground	2139:2199
essay152	value	460:585
essay152	real_example	587:663
essay152	real_example	665:803
essay152	hypothetical_instance	976:1190
essay152	common_ground	815:952
essay152	common_ground	1193:1361
essay152	real_example	1370:1561
essay152	hypothetical_instance	1563:1644
essay152	hypothetical_instance	1662:1783
essay152	value	1797:1951
essay153	policy	478:545
essay153	value	1791:1898
essay153	hypothetical_instance	648:930
essay153	real_example	945:1183
essay153	policy	570:633
essay153	hypothetical_instance	1198:1414
essay153	hypothetical_instance	1429:1526
essay153	hypothetical_instance	1537:1631
essay153	value	1640:1766
essay154	value	319:351
essay154	value	369:438
essay154	value	2190:2241
essay154	fact	2136:2188
essay154	value	2259:2343
essay154	fact	440:486
essay154	common_ground	488:558
essay154	common_ground	571:596
essay154	real_example	611:819
essay154	real_example	821:929
essay154	value	965:1028
essay154	common_ground	1030:1103
essay154	hypothetical_instance	1105:1183
essay154	real_example	1199:1256
essay154	real_example	1258:1357
essay154	real_example	1359:1416
essay154	real_example	1418:1498
essay154	real_example	1500:1558
essay154	value	1569:1613
essay154	common_ground	1615:1693
essay154	hypothetical_instance	1695:1767
essay154	hypothetical_instance	1769:1809
essay154	real_example	1826:1915
essay154	real_example	1917:1960
essay154	real_example	1962:2037
essay154	real_example	2039:2113
essay155	policy	421:498
essay155	value	507:557
essay155	value	655:738
essay155	common_ground	573:653
essay155	hypothetical_instance	740:819
essay155	value	1001:1062
essay155	common_ground	832:899
essay155	hypothetical_instance	913:999
essay155	common_ground	1064:1120
essay155	common_ground	1129:1178
essay155	value	1180:1299
essay155	hypothetical_instance	1301:1381
essay155	hypothetical_instance	1390:1476
essay155	value	1745:1777
essay155	common_ground	1786:1853
essay155	hypothetical_instance	1498:1545
essay155	hypothetical_instance	1547:1620
essay155	common_ground	1622:1722
essay155	policy	1870:1916
essay155	value	1925:1972
essay156	value	250:347
essay156	value	1494:1615
essay156	fact	684:751
essay156	hypothetical_instance	588:676
essay156	hypothetical_instance	521:586
essay156	common_ground	469:519
essay156	common_ground	369:467
essay156	value	922:1031
essay156	common_ground	893:909
essay156	common_ground	837:878
essay156	common_ground	764:821
essay156	value	1404:1452
essay156	hypothetical_instance	1319:1395
essay156	hypothetical_instance	1256:1317
essay156	hypothetical_instance	1199:1227
essay156	hypothetical_instance	1143:1178
essay156	common_ground	1076:1128
essay157	value	166:186
essay157	fact	329:403
essay157	common_ground	405:541
essay157	real_example	556:714
essay157	real_example	716:833
essay157	value	1662:1804
essay157	policy	1096:1184
essay157	common_ground	1186:1225
essay157	hypothetical_instance	1234:1333
essay157	real_example	1348:1499
essay157	real_example	1501:1627
essay157	common_ground	845:930
essay157	common_ground	940:995
essay158	policy	222:306
essay158	policy	1689:1721
essay158	value	1730:1808
essay158	policy	620:700
essay158	common_ground	716:813
essay158	common_ground	397:596
essay158	common_ground	816:862
essay158	common_ground	864:965
essay158	policy	978:1113
essay158	common_ground	1128:1238
essay158	policy	1240:1364
essay158	value	1368:1507
essay159	value	308:384
essay159	value	1701:1802
essay159	value	400:524
essay159	common_ground	526:673
essay159	common_ground	686:825
essay159	real_example	827:905
essay159	real_example	907:992
essay159	real_example	994:1110
essay159	fact	1122:1203
essay159	hypothetical_instance	1205:1293
essay159	hypothetical_instance	1417:1493
essay159	common_ground	1377:1413
essay159	common_ground	1495:1674
essay159	common_ground	1307:1362
essay160	policy	1616:1674
essay160	policy	374:479
essay160	fact	494:592
essay160	hypothetical_instance	601:720
essay160	common_ground	732:767
essay160	value	778:821
essay160	hypothetical_instance	941:1052
essay160	value	1071:1205
essay160	common_ground	1207:1241
essay160	hypothetical_instance	1250:1464
essay160	value	1476:1601
essay160	hypothetical_instance	836:938
essay161	value	202:251
essay161	value	281:323
essay161	value	331:415
essay161	value	497:574
essay161	real_example	590:651
essay161	real_example	653:717
essay161	real_example	719:828
essay161	real_example	844:885
essay161	common_ground	923:996
essay161	real_example	998:1060
essay161	value	1063:1167
essay161	real_example	1169:1211
essay161	real_example	1213:1251
essay161	real_example	1253:1290
essay161	real_example	1292:1437
essay161	real_example	1439:1511
essay161	real_example	1513:1641
essay161	hypothetical_instance	1643:1741
essay161	value	1754:1872
essay161	hypothetical_instance	1874:1967
essay161	value	1969:2107
essay161	value	2121:2146
essay161	common_ground	2148:2267
essay161	common_ground	2320:2397
essay161	value	2278:2318
essay161	value	2499:2558
essay162	value	299:341
essay162	value	365:473
essay162	common_ground	475:554
essay162	common_ground	556:679
essay162	common_ground	691:805
essay162	value	826:893
essay162	hypothetical_instance	907:1033
essay162	real_example	1044:1095
essay162	real_example	1097:1191
essay162	real_example	1202:1328
essay162	value	1365:1419
essay163	value	295:325
essay163	value	364:455
essay163	hypothetical_instance	480:558
essay163	hypothetical_instance	572:648
essay163	value	669:726
essay163	hypothetical_instance	728:801
essay163	hypothetical_instance	817:956
essay163	hypothetical_instance	962:1032
essay163	value	1046:1132
essay163	hypothetical_instance	1134:1258
essay163	common_ground	1273:1413
essay163	hypothetical_instance	1415:1643
essay163	value	1646:1779
essay163	hypothetical_instance	1781:1980
essay163	hypothetical_instance	1982:2113
essay163	value	2131:2349
essay164	value	246:327
essay164	value	645:756
essay164	common_ground	386:482
essay164	common_ground	493:632
essay164	hypothetical_instance	955:1020
essay164	hypothetical_instance	1041:1156
essay164	fact	768:825
essay164	common_ground	841:939
essay164	value	1168:1235
essay164	common_ground	1244:1302
essay164	common_ground	1304:1386
essay164	hypothetical_instance	1406:1455
essay164	hypothetical_instance	1468:1540
essay164	value	1557:1634
essay164	common_ground	1636:1724
essay164	value	1801:1859
essay165	policy	286:334
essay165	value	448:547
essay165	common_ground	549:651
essay165	real_example	666:744
essay165	real_example	746:808
essay165	real_example	816:890
essay165	real_example	901:948
essay165	value	1018:1145
essay165	real_example	1165:1276
essay165	real_example	1284:1352
essay165	real_example	1367:1470
essay165	value	1704:1784
essay165	policy	1496:1612
essay166	value	270:302
essay166	value	203:260
essay166	value	511:572
essay166	common_ground	304:345
essay166	hypothetical_instance	361:424
essay166	common_ground	426:498
essay166	real_example	650:727
essay166	common_ground	729:799
essay166	hypothetical_instance	801:905
essay166	value	574:648
essay166	value	1050:1109
essay166	common_ground	907:969
essay166	common_ground	971:1048
essay166	hypothetical_instance	1111:1249
essay166	real_example	1251:1355
essay166	value	1370:1431
essay166	hypothetical_instance	1433:1517
essay166	value	1535:1589
essay166	value	1591:1666
essay166	value	1698:1734
essay167	value	332:386
essay167	value	393:479
essay167	common_ground	1018:1127
essay167	common_ground	555:686
essay167	real_example	688:846
essay167	real_example	848:1009
essay167	value	489:553
essay167	common_ground	1138:1229
essay167	real_example	1231:1336
essay167	common_ground	1351:1367
essay167	common_ground	1376:1572
essay167	real_example	1574:1647
essay167	real_example	1662:1807
essay167	value	1820:1871
essay167	value	1898:1949
essay167	value	1967:2102
essay168	value	1558:1620
essay168	policy	1622:1739
essay168	fact	603:672
essay168	common_ground	377:460
essay168	common_ground	462:531
essay168	common_ground	533:601
essay168	common_ground	353:375
essay168	common_ground	770:897
essay168	common_ground	899:983
essay168	common_ground	999:1054
essay168	hypothetical_instance	1069:1098
essay168	hypothetical_instance	1100:1147
essay168	value	675:768
essay168	value	1150:1206
essay168	statistics	1208:1274
essay168	common_ground	1283:1363
essay168	common_ground	1374:1437
essay168	hypothetical_instance	1450:1504
essay168	statistics	1506:1556
essay169	policy	2528:2611
essay169	value	2462:2526
essay169	common_ground	2296:2369
essay169	common_ground	2380:2460
essay169	value	213:257
essay169	hypothetical_instance	146:211
essay169	policy	285:353
essay169	common_ground	387:441
essay169	fact	1582:1643
essay169	policy	2234:2280
essay169	policy	908:998
essay169	common_ground	443:517
essay169	hypothetical_instance	519:661
essay169	common_ground	663:757
essay169	common_ground	772:895
essay169	hypothetical_instance	1019:1158
essay169	hypothetical_instance	1160:1259
essay169	hypothetical_instance	1261:1328
essay169	hypothetical_instance	1343:1402
essay169	value	1460:1566
essay169	common_ground	1645:1693
essay169	hypothetical_instance	1695:1806
essay169	common_ground	1822:1911
essay169	common_ground	1913:1968
essay169	hypothetical_instance	1970:2032
essay169	hypothetical_instance	2043:2159
essay169	common_ground	2161:2217
essay169	common_ground	1404:1445
essay170	value	1787:1839
essay170	value	1841:1887
essay170	value	93:229
essay170	value	288:384
essay170	common_ground	386:505
essay170	common_ground	507:656
essay170	common_ground	658:770
essay170	value	781:870
essay170	common_ground	872:1059
essay170	hypothetical_instance	1208:1251
essay170	common_ground	1061:1186
essay170	value	1272:1373
essay170	real_example	1375:1563
essay170	hypothetical_instance	1565:1626
essay170	hypothetical_instance	1628:1761
essay171	policy	274:387
essay171	policy	1619:1812
essay171	policy	736:796
essay171	hypothetical_instance	805:944
essay171	hypothetical_instance	541:723
essay171	policy	1233:1388
essay171	common_ground	1112:1220
essay171	real_example	1403:1602
essay172	value	309:406
essay172	value	2142:2222
essay172	value	415:472
essay172	common_ground	474:565
essay172	common_ground	567:638
essay172	common_ground	640:672
essay172	common_ground	681:757
essay172	common_ground	795:848
essay172	value	914:944
essay172	hypothetical_instance	975:1070
essay172	common_ground	1072:1162
essay172	hypothetical_instance	1164:1245
essay172	common_ground	1247:1330
essay172	value	1340:1390
essay172	common_ground	1399:1479
essay172	common_ground	1481:1605
essay172	hypothetical_instance	1701:1740
essay172	common_ground	1613:1654
essay172	hypothetical_instance	1656:1683
essay172	hypothetical_instance	1763:1874
essay172	common_ground	1876:1902
essay172	common_ground	1923:2067
essay173	value	365:471
essay173	value	2755:2775
essay173	fact	2479:2585
essay173	common_ground	2587:2649
essay173	value	876:1037
essay173	common_ground	473:592
essay173	common_ground	594:780
essay173	common_ground	782:874
essay173	common_ground	1040:1151
essay173	value	1808:1885
essay173	common_ground	1153:1278
essay173	hypothetical_instance	1280:1441
essay173	common_ground	1443:1557
essay173	common_ground	1559:1735
essay173	hypothetical_instance	1747:1806
essay173	value	1897:1983
essay173	hypothetical_instance	2263:2427
essay173	common_ground	1985:2071
essay173	common_ground	2073:2206
essay173	common_ground	2208:2261
essay174	value	32:99
essay174	value	130:180
essay174	common_ground	182:229
essay174	common_ground	240:290
essay174	hypothetical_instance	292:384
essay174	value	877:986
essay174	real_example	578:721
essay174	real_example	723:869
essay174	common_ground	386:472
essay174	hypothetical_instance	484:530
essay174	common_ground	998:1076
essay174	real_example	1078:1191
essay174	hypothetical_instance	1193:1265
essay174	real_example	1267:1371
essay174	value	1386:1448
essay174	value	1473:1570
essay175	fact	123:206
essay175	value	229:329
essay175	value	1601:1686
essay175	value	389:499
essay175	common_ground	501:591
essay175	common_ground	602:624
essay175	common_ground	626:774
essay175	fact	1109:1175
essay175	hypothetical_instance	1291:1425
essay175	real_example	1443:1550
essay175	common_ground	1177:1283
essay175	fact	790:894
essay175	hypothetical_instance	896:984
essay175	common_ground	996:1094
essay176	value	49:147
essay176	value	574:641
essay176	common_ground	207:254
essay176	real_example	256:404
